Artist,Song Title,verse,chorus,intro,outro,bridge 
Kim Jonghyun,Where are you,[verse] The sluggishly walking form Looks like it’s on a great mood The hurriedly fleeting figure Feels like it can’t be seen Even if I try to tempt you by scattering The piece of biscuit you like it’s useless with your strong will Where are you headed to? In where my eyes follow you I can see your moving small friend Is he by chance your boyfriend? Are you dating too? Am I the only one solo in this world?,[chorus] Ah cockroaches have lovers too But not me not me not me Ah this is so sad Ah cockroaches get to have peck kisses But only I can’t only I can’t only I can’t Ah the tears It’s really sad really sad [verse] I can hear grumbling dying sounds The vermin cockroaches that I wish Would die are continuously hatching eggs  One by one my innocent love cells kept dying I wanted to spray insecticides As it would feel like defeat I couldn’t do it I saw the cockroach couple being lovey dovey [chorus] Ah cockroaches have lovers too But not me not me not me Ah this is so sad Ah cockroaches get to have peck kisses But only I can’t only I can’t only I can’t Ah the tears It’s really sad really sad [outro] Where is the one who’ll date me? (There’s none there won’t be) Where is the one who’ll hold hands with me? (Just once) Where is the one who’ll have peck kisses with me? (I’ll meet them cheer up you’ll meet them) Where is the one who’ll have kisses with me?,[intro] (Two three go),,
Kim Kwang-seok,stand up,"[verse] during the middle of the dark night i'm just standing. i can't even see in front of me to where i should go where would it be even if i look around me it's no use. in the river waters that is life endlessly as i float around like the floating plants (another translation is ""mulch""; basically the plant matter floating on the water surface) and when i touch some peaceful lake shore i will probably rot with the water. ","[chorus] stand up stand up we're going to try again once more stand up stand up like spring's new sprouts  [verse] between the endless words me and you are getting weary with another kind of action with another kind of word we console ourselves the more acknowledgement the novelty gets further and further away just going back and forth like a pendulum [bridge] it will probably falter (this verb can also mean ""shake"") every day [chorus] stand up stand up we're going to try once more stand up stand up like spring's new sprouts  living life lightly is eventually binding yourself up even if the world ignores me i will have to live be living as beautiful as the flower is it wilts all the more faster even the dew drops that used to be clear when the sunlight shone on it it dries up in a moment  [choris] stand up stand up we're going to try once more stand up stand up like spring's new sprouts stand up stand up we're going to try once more stand up stand up like spring's new sprouts",,,
Kim Kwang-seok,THE PLACE WHERE THE WIND BLOWS,[verse] Iâ€™m going to the place the place where the wind blows To under the tree thatâ€™s like your hair [bridge] While leaning against the shaking train I write you a letter About the path I saw in my dream; Iâ€™m standing in that path,[chorus] Although itâ€™s an unstable happiness that I anticipate yet fear; Although there will be days when the sky we look at and the people we see  Will be hard on us; For our new dreams Go to the place where the wind blows. Iâ€™m going to that place.  The place where the sun dazzles Iâ€™m going to that place. As I let myself follow the winds Iâ€™m going to that place. [verse] Even if I get stopped by the rolling waves iâ€™ll look at the horizon To the place where the sun smiles; Iâ€™m going to that place.  The place where the leaves beckon for me Iâ€™m going to that place. As I walk and whistle I think of you. [outro] Even though I miss your voice I canâ€™t look back to you. To the place where the wind blows Iâ€™m going to that place,,,
Kurt Cobain,All Apologies,[verse] What else should I be? All apologies What else could I say? Everyone is gay What else could I write? I don't have the right What else should I be? All apologies ,[chorus] In the sun in the sun I feel as one In the sun in the sun Married buried  [verse] I wish I was like you Easily amused Find my nest of salt Everything is my fault I'll take all the blame Aqua seafoam shame Sunburn freezer burn Choking on the ashes of her enemy   [chorus] In the sun in the sun I feel as one In the sun in the sun Married buried Married buried Yeah yeah yeah yeah  [outro All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are ,,,
Kurt Cobain,Dumb,[verse] I'm not like them But I can pretend The sun is gone But I have a light The day is done But I'm having fun I think I'm dumb ,[chorus] Or maybe just happy Think I'm just happy Think I'm just happy Think I'm just happy  [verse] My heart is broke But I have some glue Help me inhale And mend it with you We'll float around And hang out on clouds Then we'll come down  [chorus] And I have a hangover Have a hangover Have a hangover Have a hangover   [bridge] Skin the sun fall asleep Wish away the soul is cheap Lesson learned wish me luck Soothing burn wake me up  [verse] I'm not like them But I can pretend The sun is gone But I have a light The day is done But I'm having fun I think I'm dumb  [chorus] Or maybe just happy Think I'm just happy Think I'm just happy Think I'm just happy  [outro] I think I'm dumb I think I'm dumb I think I'm dumb I think I'm dumb I think I'm dumb I think I'm dumb I think I'm dumb I think I'm dumb I think I'm dumb I think I'm dumb I think I'm dumb I think I'm dumb,,,
Kurt Cobain,Heart-Shaped Box,[verse] She eyes me like a Pisces when I am weak I've been locked inside your heart-shaped box for weeks I've been drawn into your magnet tar pit trap I wish I could eat your cancer when you turn back ,[chorus] Hey! Wait! I got a new complaint Forever in debt to your priceless advice Hey! Wait! I got a new complaint Forever in debt to your priceless advice Hey! Wait! I got a new complaint Forever in debt to your priceless advice Your advice  [verse] Meat-eating orchids forgive no one just yet Cut myself on angel hair and baby's breath Broken hymen of 'Your Highness' I'm left black Throw down your umbilical noose so I can climb right back  [chorus] Hey! Wait! I got a new complaint Forever in debt to your priceless advice Hey! Wait! I got a new complaint Forever in debt to your priceless advice Hey! Wait! I got a new complaint Forever in debt to your priceless advice Your advice   [verse] She eyes me like a Pisces when I am weak I've been locked inside your heart-shaped box for weeks I've been drawn into your magnet tar pit trap I wish I could eat your cancer when you turn black  [chorus] Hey! Wait! I got a new complaint Forever in debt to your priceless advice Hey! Wait! I got a new complaint Forever in debt to your priceless advice Hey! Wait! I got a new complaint Forever in debt to your priceless advice Your advice Your advice Your advice,,,
Kurt Cobain,Milk It,[verse] I am my own parasite I don't need a host to live We feed off of each other We can share our endorphins ,[chorus] Doll steak Test meat  [bridge] Look on the bright side suicide Lost eyesight I'm on your side Angel left wing right wing broken wing Lack of iron and/or sleeping  [verse] I own my own pet virus I get to pet and name her Her milk is my shit My shit is her milk  [chorus] Test meat Doll steak   [chorus] Look on the bright side suicide Lost eyesight I'm on your side Angel left wing right wing broken wing Lack of iron and/or sleeping  [chorus] Doll steak Test meat  [bridge] Look on the bright side suicide Lost eyesight I'm on your side Angel left wing right wing broken wing Lack of iron and/or sleeping  [outro] Protector of the kennel Ecto-plasma ecto-skeletal Obituary birthday Your scent is still here in my place of recovery,,,
Kurt Cobain,Pennyroyal Tea,[verse] I'm on my time with everyone I have very bad posture ,[chorus] Sit and drink Pennyroyal Tea Distill the life that's inside of me Sit and drink Pennyroyal Tea I'm anemic royalty  [verse] Give me a Leonard Cohen afterworld So I can sigh eternally  [chorus] I'm so tired I can't sleep I'm a liar and a thief Sit and drink pennyroyal tea I'm anemic royalty  [verse] I'm on warm milk and laxatives Cherry-flavored antacids   [chorus] Sit and drink Pennyroyal Tea Distill the life that's inside of me Sit and drink Pennyroyal Tea I'm anemic royalty,,,
Kurt Cobain,Radio Friendly Unit Shifter,[verse] Use just once and destroy Invasion of our piracy Afterbirth of a nation Starve without your skeleton key I love you for what I am not I did not want what I have got A blanket acne'ed with cigarette burns Speak at once while taking turns ,[chorus] What is wrong with me What is wrong with me What is wrong with me  [verse] Nothing to do with what you think If you ever think at all Bi-polar opposites attract All of a sudden my water broke I love you for what I am not Did not want what I have got A blanket acne'ed with cigarette burns Second-rate third degree burns  [chorus] What is what I need? What is wrong with me? What do I think I think?   [bridge] Hate hate your enemies Save save your friends Find find your place Speak speak the truth  [chorus] What is what I need? What is wrong with me? What do I think I think?  [verse] Use just once and destroy Invasion of our piracy Afterbirth of a nation Starve without your skeleton key  [chorus] What is wrong with me? What is what I need? What is what I need? What do I think I think? What is wrong with me? What is wrong with me? What is wrong with me? What do I think I think?,,,
Kurt Cobain,Rape Me,[verse] Rape me Rape me my friend Rape me Rape me again ,[chorus] I'm not the only one I'm not the only one I'm not the only one I'm not the only one  [verse] Hate me Do it and do it again Waste me Rape me my friend  [chorus] I'm not the only one I'm not the only one I'm not the only one I'm not the only one   [Bbridge] My favorite inside source I'll kiss your open sores I appreciate your concern You're gonna sink and burn  [verse] Rape me Rape me my friend Rape me Rape me again  [chorus] I'm not the only one I'm not the only one I'm not the only one I'm not the only one  [outro] Rape me! Rape me! Rape me! Rape me! Rape me! Rape me! Rape me! (Good!),,,
Kurt Cobain,Serve the Servants,[verse] Teenage angst has paid off well Now I'm bored and old Self-appointed judges judge More than they absolve If she floats then she is not A witch like we have thought A downpayment on another One at Salem's lot ,[chorus] Serve the servants oh no Serve the servants oh no Serve the servants oh no Serve the servants That legendary divorce is such a bore  [verse] As my bones grew they did hurt They hurt really bad I tried hard to have a father But instead I had a dad I just want you to know that I Don't hate you anymore There is nothing I could say That I haven't thought before   [chorus] Serve the servants oh no Serve the servants oh no Serve the servants oh no Serve the servants That legendary divorce is such a bore  [chorus] Serve the servants oh no Serve the servants oh no Serve the servants oh no Serve the servants That legendary divorce is such a bore,,,
Kurt Cobain,Tourette's,[verse] May day every day my day Could've had a heart attack my heart We don't know anything my heart We all want something fair my heart,[chorus] Hey Hey Hey Hey Hey  Out of town out of sight is my heart Queen of lies today my heart One more on the phone my heart One more at the door of my heart  [chorus] Hey Hey Hey   [outro] Mean heart Cold heart Cold heart Cold heart Cold heart Cold heart Cold heart Cold heart,"[intro] ""Moderate Rock"" ",,
Kurt Cobain,Very Ape,[verse] I am buried up to my neck in Contradictionary flies I take pride as the king of illiterature I'm very ape and very nice If you ever need anything please don't Hesitate to ask someone else first I'm too busy acting like I'm not naive I've seen it all I was here first ,[chorus] Out of the ground Into the sky Out of the sky Into the dirt  [verse] If you ever need anything please don't Hesitate to ask someone else first I'm too busy acting like I'm not naive I've seen it all I was here first  [chorus] Out of the ground Into the sky Out of the sky Into the dirt Out of the ground Into the sky Out of the sky Into the dirt,,,
Mark Linkous,Angel's Harp,[verse] Pluckin' all day on my angel's harp Pluckin' all day on my angel's harp Shoutin' at the risin' moon Knowin' that I will soon stay At the edge of the plain On the top of the scarp [verse] I'm pluckin' all day on my angel's harp Though you made me a buffoon You did not hear the words that I did croon I'm pluckin' all day on my angel's harp I knew you'd finally come around Won't you please enjoy the sound? I didn't say clap And I didn't stay sharp I'm pluckin' all day on my angel's harp And when I saw your eyes all brown I pulled them boy and lo I cut you down At the edge of the plain On the top of the scarp This is where we all will fall This is what we shall call kill Pluckin' all day on our angel's harp A resonator is soundin' dark Though you might be walkin' tall Everybody got a lot to grow Pluckin' all day on my angel's harp Pluckin' all day on my angel's harp This is where I'm jumpin' off This is where I sail aloft,,,,
Mark Linkous,Daddy's Gone,,,,,Daddy's gone Daddy's gonnna go to work today To make a little money Gotta get paid  Bake a cake Bake a cake and set it on a plate Up high where the dogs can't get it So it don't get ate  When you lay your head on your pillow I'll be gone I'll be gone Will you breathe your dreams into your pillow like a song I woke up and all my yesterdays were gone  Close your eyes Close your eyes until your dreams arise Keep 'em tight where the hounds can't get 'em So they don't get ate  When you raise your head from your pillow don't delay Cause people decay Will you let the rays of the sun help you along I woke up and all my yesterdays were gone [x4]
Mark Linkous,Dark Night Of The Soul,,,,,Dark dream world All alone Shadows movin' Shadows have long gone by Shadows have long gone by Dark night of the soul Our souls Time slippin' by I call out your pain All alone Shadows movin' Shadows movin' Shadows have long gone by Dark night of the soul If you had only liked my face Where are you baby Where are you baby Dark dream world Shadows have long gone by Dark night of the soul Distant bell ring But steps echo No one on these streets Callin' out your name Where are you baby It's a dream world Dark dream world Dark night of the soul     Embed MORE ON GENIUS
Mark Linkous,Everytime I'm With You,,,,,Every time I'm with you I am drunk And you are too Well what the hell Else are we Supposed to do Yeah every time You come by We get so trashed And stay up all night Well it's so wrong But it's so right Yeah it's alright Every time Every time Every time Every time Every time Every time I'm with you I guess it's true Every time Every time Every time Every time Every time Every time I'm with you I guess it's true And every time I'm with you I'm fucked up And you are too Well what the hell Else are we Supposed to do Every time Every time Every time Every time Every time Every time I'm with you I guess it's true Every time Every time Every time Every time Every time Every time I'm with you I guess it's true
Mark Linkous,Grim Augury,,,,,Both our families after gathering We're cutting a baby out With my grandmother's heirloom antler-handled carving knife They were under her grand chandelier Where we all together have shared holiday dinner But it was your father that was holding the knife Yeah I begged you not to make me tell ya Yeah I pleaded with you to to leave it alone I told ya I told you that you didn't want to know What went on in my horrible dream I was peering in through the picture window It was a heart-warming tableau Like a Norman Rockwell painting Until I zoomed in I was making noises in my sleep But you wouldn't believe me when I told ya That I wasn't with someone in my dream Catfish were wriggling in blood and gore in the kitchen sink Yeah I told ya I told ya I told you Now sweetie please promise me That you won't sing This sad song grim augury
Mark Linkous,Insane Lullaby,,,,,How will it turn out? Starting needs are waiting out On the way to the dead hotel Silent empty light Falling into their pretty hands All of them androids have a  One day's flight Take you back in time When I wasn't such a Brand across your breast Strain upon your back When a good life was enough  Would it be so wrong Danny needs you up in his place Can your batteries replace this heart? Lying in the yard Wanting it to be natural love Of a son for a mother but  Dreams float up From fissures in the floor Adding new dimension Leaving only parts to play Needs are forming again A good life would just never be enough  Dreams float up From fissures in the floor Adding new dimension Leaving only parts to play Needs are forming again A good life will never be enough A good life will never be enough A good life will never be enough
Mark Linkous,Jaykub,,,,,Jaykub It's time for you to wake up And accept your awards  Inside Your tiny little one room Apartment of the poor  Upon the podium You smile and you wave  They all thought that you were dumb But it's you who's on that stage  Jaykub You work until the day's done And then you go to bed  And never With anyone to talk to But the hero in your head  (The hero)  Upon the podium You're handsome and you're tall  But actually you are Just hardly 5 foot small  Jaykub It's time for you to wake up And accept your awards  And go on And smile while your landlord Is pounding on the door  Upon the podium You're famous and you're strong  They may alarm Because often you're a sad riff in a song
Mark Linkous,Just War,,,,,All ancient towers will one day crumble into the sea Defaced by armies Intent on rendering obsolete  Just war Just war You said it wouldn't hurt Just war Just war  Is this just war? Is this just war? The last survivor crawling through the dust And furthermore Will evolution diminish right in front of us  Late September I heard the siren call a truce But by December My head returned into the noose  Just war Just war You said it wouldn't hurt Goodbye sleep time Cause surely it's ain't just war  The last survivor crawling through the dust And furthermore Will evolution diminish right in front of us There is just war  The last survivor crawling through the dust There is just war A contribution till humankind Turns to rust  
Mark Linkous,Little Girl,,,,,A trick that people use to make you think they are smart Is confidence when actually they're lost in the dark Only someone with the mind of a child says they'll grow up Cause surfin' down the avalanche your life will show up It's nice to be loved it can never happen too late I wanna share my food but you have stolen my plate  Hey now Hey now go your way now  You tortured little girl Showing them what love is all about Where did all the time go? Everywhere it's gone gone gone  You get the point now You pick yourself up off the bar She's on his arm now Does it remind you of the pictures on the wall now? But you was young and I was not even born yet If you think I know a little more than The average person on the streets you are incorrect Because I'm ignorant as shit not here to preach man You know I just wanna have fun go to the beach man That's all I am I'm just a simple guy who talks when You put a microphone in front of him  You twisted little girl Showing them what life is all about Where did all the time go? Everywhere it's gone  Running left in a relationship Going in circles and I just can't wait Running left so we can get in shape Get in shape because we can't escape  Running left because I'm running late Ending up in the exact same place Running laps in your relationship Running away from the subtleties of  The world's always amazed at how much cash you made But not at how you made it it's just strange It sounded kind of cool over the phone It killed your neighbors and their dog and crushed their bones  You tortured little girl Showing them what laughter's all about Where did all the wine go? Every night it's gone  You got it all worked out Funny little girl Showing them what pain is all about Where did all the time go? Every night it's gone gone gone  You're the coolest girl in this whole town I just wanna parade you around Place your perfect forehead on my face We can leave this town without a trace     2  Embed MORE ON GENIUS
Mark Linkous,Pain,,,,,Ow! Ow!  A massive headache in my aging skull Means I do not feel well  Pain pain pain Bad brains must always feel pain  The problem started with my attitude It's all lust direct and crude There are good people in this world of bums But sadly I am not one  Pain pain pain That's why I'll always be in pain  Good karma will not get you anywhere Look at Jesus and his hair  Pain pain pain Bad brains must always feel pain  Justice religion and success are fake And the shiny people stink  Pretty creepy pretty funny I'm a mix of god and monkey  Pain pain pain To feel pain is all that will remain Pain pain pain pain paaaaaaaaain  Pain Pain Et cetera I give up I quit!
Mark Linkous,Revenge,,,,,[Verse 1] Pain I guess it's a matter of sensation But somehow you have a way of avoiding it all In my mind I have shot you and stabbed you through your heart I just didn't understand the ricochet is the second part  [Chorus] Cause you can't hide what you intend It glows in the dark Once you start the path of revenge There's no way to stop And the more I try to hurt you the more it hurts me  [Verse 2] Strange it seems like a character mutation Though I have all the means of bringing you fuckers down I can make myself to destroy upon command Somehow forgiveness lets the evil make the laws  [Chorus] No you can't hide what you intend It glows in the dark Once we become the thing we dread There's no way to stop And the more I try to hurt you the more it backfires   [Outro] The more it backfires The more it backfires
Mark Linkous,Star Eyes (I Can't Catch It),,,,,Like to teach you  Blue Sky Sun Shine Be Mine Star Eyes  I can't catch it I can't catch it I can't catch it  Love Please Come Back Send You Cry Gone  I can't catch it I can't catch it I can't catch it  Please Please Sun Shine Be Mine Come Back  I can't catch it I can't catch it I can't catch it I can't catch it I can't catch it  Come Back Send Love Gone
Mark Linkous,The Man Who Played God,,,,,Think about the world you know Now think of where it wants to go All things you can see around you You can change them Rearrange them in your mind If you love tales of transformation Well then one two three You could be the man who played god Hammer it until it breaks To every shape that nature makes All things you can see around you You can change them Rearrange them in your mind If you love tales of transformation Well then one two three You could be the man who played god The girl becomes a bird on a flower In your state you feel your power All things you can see around you You can change them Rearrange them in your mind If you love tales of transformation Well then one two three You could be the man who played god One two three you could be The man who played god One two three you could be The man who played god One two three you could be The man who played god
Michael Hutchence,A Straight Line,[verse] Yeah we're just watching history Now that the dogs are barking Take a picture for your children Make it real in FujiColor Life in the junkyard's hard Even when the dogs are sleeping But if you win you lose the next spin Madame monsieurs rien ne va plus,[chorus] I watch the black and white bleeding Don't you know the pain I'm in I've been working all week I've been thinking on my feet And I've come to the end of my losing streak  Take a straight line Take a straight line Take a straight line Take a straight line [verse] Wave goodbye to your innocence Sell it to the highest bidder In a tight spot call for assistance Is that American Express? Get me out of here  [chorus] I watch the black and white bleeding Don't you know the pain I'm in I've been working all week I've been thinking on my feet And I've come to the end of my losing streak  Take a straight line Take a straight line Take a straight line Take a straight line [outro] I'm up the top looking down Everybody looks just like ants It would be so easy,,,
Michael Hutchence,All I'm Saying,,,,,You put your heart With trust Into my hands I held so tight Kept you protected from things  Did you ever think about it Did you ever cry about it Would you ever ever doubt it  All I'm saying Is come around Tell me 'bout The life you found  I put my heart With trust Into your hands One day changes come Some pain and rain comes falling down  Did you ever think about it Don't say it Did you ever lie about it Don't say it Could you ever live without it   All I'm saying Is come around Tell me 'bout The life you found Tell me 'bout the life you found  We search endlessly For answers to war and pain We love the nights Some days we laugh feel like it's alright  Did you ever think about it Don't say it Did you ever cry about it Don't say it Could you ever live without it  All I'm saying Is come around Tell me 'bout The one you found All I'm saying Is come around Tell me bout The one you found
Michael Hutchence,Baby It's Alright,,,,,It wouldn't be right to take it It wouldn't be right lying down I'm sick of the dogs outside my window That's right take a look You've been with a hook stuck into me So baby it's alright So baby it's alright So baby it's alright So baby it's alright Look at the mess I'm makin' Look at that mess across your face (across your face) As bitterness started showin' Five years no-one hears just another night too scared to bleed So baby it's alright So baby it's alright So baby it's alright So baby it's alright yeah Ah ah ah ah yeah yeah yeah ah ah ah yeah yeah yeah Uh uh uh yeah hey hey uh huh huh yeah hey yeah Give you some time to feel it; I tangled you up in flesh and blood Just to scared of where I took you Spotlight blue to red crashin' in your head So baby it's alright So baby it's alright So baby it's alright So baby it's alright So baby it's alright it's alright So baby it's alright it's alright So baby it's alright it's alright So baby it's alright it's alright Yeah yeah yeah it's alright Ah ah ah na na na (na na na) It's alright to fall into your arms
Michael Hutchence,Breathe,,,,,She got the future wrapped up inside her Every day without her feels like a crime He wants to show her over & over The way to people turn into one Just keep breathing breathing breathing breathing Ow! Baby come closer whisper your secrets I'll tell you yours if you tell me mine Well here comes the reason deep in your nature We're creatures always trying to prove love Just keep breathing breathing breathing breathing Just keep breathing breathing breathing She got the future wrapped up inside her Every day without her feels like a crime He wants to show her over and over The way two people turn into one ah! (Ooh ah ah oh ah ah) Just keep breathing breathing breathing breathing Just keep breathing breathing breathing She got the future wrapped up inside her Every day without her feels like a crime He wants to show her over and over The way two people turn into one aow! Just keep breathing breathing breathing breathing Just keep breathing breathing breathing Breathe out breathe out breathe out
Michael Hutchence,Don't Save Me from Myself,,,,,I'm not keeping time get me outta here Folding up my crimes ready for what's said to me Does all that glitters shine? Love that new attraction Animal inside leads me to the conclusion Don't save me from myself Don't save me from myself I listen to the wind and mystery comes alive Don't tie me up again separate love from possession Does all that glitters shine? Love that new attraction Animal inside leads me to the conclusion ugh! Don't save me from myself yeah Don't save me from myself Don't save me from myself da da da dey Oh separate love from all possession Don't save me from myself Don't save me from myself Don't save me from myself Don't save me from myself Don't save me from myself Don't save me from myself Don't save me from myself Don't save me from myself Don't save me from myself Don't save me from myself Don't save me from myself
Michael Hutchence,Fear,,,,,Tell me something I gotta know All your troubles I wanna own I'm not preaching 'cause I'm full of sin Nothing's secret that I have not done Alone with your situation Fear on the face you're saving Kiss the warm knives as they dig for your soul There in the corner of my dirty home Take the silver: I've paid that price Here's the scandal They don't let the truth get in the way Alone with your situation Fear on the face you're saving Don't you worry don't you run away There are some things that we know will never change Don't you worry don't you look away There are some things that we know we'll have to change Burning teasing searching fever twisting Turning I'm the white truth dealer Alone with your situation Fear on the face you're saving
Michael Hutchence,Flesh and Blood,,,,,Trip away the bones and skin looking for what lies within See the stars so cold above Makes no sense of your flesh and blood You walked the longest walk talked the toughest talk You were outside something inside Took away the words you want to hear again You were outside something inside All of the days we thought would come All of the words we thought had gone All of the pain and pleasure gone without you Strip away the bones and skin show me what lies within Would you be the one that I love? Make no sense of your flesh and blood You walked the longest walk talked the toughest talk You were outside something inside Took away the words you want to live again You were outside something inside All of the days we thought would come All of the words we thought had gone All of the pain and pleasure gone without you All of the days we thought would come All of the words we thought had gone (on and on) All of the pain and pleasure gone (pleasure gone) without you We'd be making love make it right (right right) All of the days we thought would come All of the words we thought had gone (on and on) All of the pain and pleasure gone without you All of the days we thought would come (thought would come) All of the words we thought had gone (on and on) All of the pain and pleasure gone (pleasure gone) without you (Thought would come on and on pleasure gone) (All of the days we thought would come) (thought would come) (All of the words we thought had gone) (on and on) (All of the pain and pleasure gone) (pleasure gone) (without you)
Michael Hutchence,Get on the Inside,,,,,I'm never gonna make you suffer If you want my better side I'm gonna give you all my sugar When it comes to taking the ride I will never let your words be washed away There are oceans to be named by you Inside we lay in the shadows Outside they push the skin parade All the streets have turned from red to blue It's probably gonna stay that way Don't let me go and stop you If you're looking for a better view Gonna take a ride (Take a ride) From here to heaven (Let me ride) Gonna take a ride (Take a ride) Get on the inside (Get on the inside) Gonna take a ride (Take a ride) To eleventh heaven (Let me ride) Gonna take a ride (Take a ride) Get on the inside (Get it on the inside) Get on the inside (Get on the inside) Get on the inside (Get on the inside) Get on the inside (Get on the inside) (Get on the inside) Are we gonna kill the things that mean the most As a junkie is a jailer too We're gonna recognize the faces If we're searching for the life we blew All the streets have turned from red to blue It's probably gonna stay that way Don't let me go and stop you If you're looking for a better view Gonna take a ride (Take a ride) From here to heaven (Let me ride) Gonna take a ride (Take a ride) Get on the inside (Get on the inside) Gonna take a ride (Take a ride) From here to heaven (Let me ride) Gonna take a ride (Take a ride) Get on the inside (Get it on the inside) All you people talking so lonely Making plans that your daddy wanted Setting it up for the biggest falling How you gonna learn learn to fake it? Having trouble with the dirty make-up Never gonna learn what you're running from Acting like the world just owes you Looking for love in all the wrong places Gonna take a ride (Get on the inside get on the inside) (Get on the inside get it on the inside) Gonna take a ride from here to heaven (Get on the inside) Gonna take a ride get on the inside (Get it on the inside) Gonna take a ride get on the inside (Get on the inside) Gonna take a ride get on the inside (Get it on the inside) Gonna take a ride (Sweating it on the sweet tiny spot) Get on the inside (Let me ride) Gonna take a ride (Sweating it on the sweet tiny spot) Get on the inside (Let me ride) Get on the inside (Sweating it on the sweet tiny spot) Get on the inside (Let me ride) Get on the inside (Sweating it on the sweet tiny spot) Get on the inside (Let me ride) Oh yeah (Sweating it on the sweet tiny spot) Oh oh (Let me ride) Oh oh (Sweating it on the sweet tiny spot) Oh yeah oh oh oh oh oh oh oh oh oh (Let me ride) Sweating it on the sweet tiny spot Let me ride Sweating it on the sweet tiny spot Get it on the inside Sweating it on the sweet tiny spot Let me ride Sweating it on the sweet tiny spot Get it on the inside
Michael Hutchence,Let Me Show You,,,,,This shattered town gets me down My ticket's booked then you were found I tore them up like you tore my heart I'm black and blue from love and art Who could take it? (Give it up gimme) I guess I'll shake it but No-one touches all you are Strip to show me all you are Let me show you how you make me feel (I've got my finger on the trigger) Well through the twilight how I've tried To get my thoughts deep in your mind In my sleep I've tasted you Intoxicated by your every move Who could take it? (Give it up gimme) I guess I'll shake it but No-one touches all you are Strip to show me all you are Let me show you how you make me feel (I've got my finger on the trigger)
Michael Hutchence,Possibilities,,,,,It's so strange How my life's changed I know nothing About the people that I touched Heard a story It sounded easy If you don't care Then you're lying through your teeth I was shook up Intoxicated Drank the juices Of the possibilities I'm so alive If you told me Nothing's perfect Hearts are broken Nothing's free I could show you Why it's worth it That's the way that it's meant to be It's too strange How your life's changed You know nothing About the people that you've touched Someone told me Life is easy Hearts were bleeding and breaking They were lying through their teeth If you told me Nothing's perfect Hearts are broken Nothing's free I will show you Why it's worth it And that's the way that it's meant to be If you told me Nothing's perfect Hearts are broken Nothing's free I could show you Why it's worth it That's the way that it's meant to be Heard a story It sounded easy Got a new skin and I'm lying through my teeth I was shook up Intoxicated I drank the juices of the possibilities Of the possibilities
Michael Hutchence,Put the Pieces Back Together,,,,,Saw a million pieces Of the shape I'm in Hanging from a chandelier Have a taste of everything Nothing gonna get me crying out for more Seen nothing to seduce me Seen it all before He's another leader Pretty head on the block Got another axe to grind If the dust ain't hard Can he taste the money dripping off the tongue All is fair in love and war With a cold heart and a smoking gun Sooth me Sue me Sooth me Sue me Put the pieces back together Every moment back together In your quiet moments Looking back in tears Can I count the nights you've lived That you'd live again Looking for the real thing to even up the score Finding out you're lonely With an open door Sooth me Sue me I guess I lied too I saw a million pieces Of the shape I'm in Hanging from a chandelier Put the pieces back together Pussy cat pussy cat Where have you been? I've been down to London To see the queen
Michael Hutchence,She Flirts for England,,,,,Oh give her the summer let her live another She warms to the kiss of goodbye Her momma took a preacher her daddy pays for lovers Her eyes like a winter sky I Hear the echoes calling for the secrets we hide She's flirting for England ah ah She's flirting for England ah ah She's flirting for England ah ah She's flirting for England ah ah She comes to the party on a kiss don't tell pony And lets me have the first of her sighs Tricks came so easy but you know she keeps your secrets The tracks of the tears she will hide Oh voices calling for the secrets we hide She's searching for England ah ah She's flirting for England ah ah She's flirting for England ah ah She's flirting for England ah ah Do do do do do do do Do do do do do do do do Do do do do do do do She's flirting for England ah ah She's flirting for England ah ah She's searching for England ah ah She's flirting for England ah ah She's flirting flirting flirting She's a complicated cookie She's flirting flirting flirting She's a complicated cookie She's flirting flirting flirting She's a complicated cookie She's flirting flirting flirting She's a complicated cookie
Michael Hutchence,Slide Away,,,,,Are you gonna wake again? Are you gonna take it down? Oh babe I don't wanna deal it Oh make it alright Gimme some my love Away away away I just wanna slide away and come alive again I just wanna slide away and come alive again I will see that love again and find a life again I just wanna slide away and come alive again I wanted to let it go Just couldn't let it go I wanted to let it go Just couldn't let you go I would catch you (Just couldn't let you go) I'd catch you as you fall (Just couldn't let it go) I would catch you (Just couldn't let you go) I'd catch you if I heard your call But you tore a hole in space Like a dark star falls from grace You burn across the sky And I would find you wings to fly And I would catch you I would catch your fall I just wanna slide away and come alive again I just wanna slide away and come alive again I will see that love again and find a life again I just wanna slide away and come alive again
Nick Drake,From the Morning,[verse] A day once dawned And it was beautiful A day once dawned From the ground Then the night she fell And the air was beautiful The night she fell All around ,[chorus] So look see the days The endless colored ways And go play the game That you learned From the morning  [verse] And now we rise And we are everywhere And now we rise From the ground See she flies And she is everywhere See she flies All around,,,
